city,company_id,salary_from,employment,schedule,experience,key_skills,specializations
,1069209,100000,full,fullDay,between1And3,,17.397 17.196 17.358 1.161 1.225 3.23
Минск,2124171,400,full,fullDay,noExperience,,8.202
,1069209,100000,full,fullDay,between1And3,,17.625 17.66 17.196 17.324 17.279
unknown,1419273,13000,full,shift,noExperience,,29.495
unknown,1035394,50000,full,fullDay,between3And6,,8.77 8.26 8.356
Пермь,45732,29000,full,fullDay,between1And3,,21.136
Москва,2477669,125000,full,flexible,noExperience,,20.2 12.376
unknown,1987330,25000,full,shift,noExperience,,24.379 4.255
Голицыно,2286735,45000,full,shift,noExperience,,13.155 13.185
Санкт-Петербург,1742965,53000,full,shift,between3And6,,13.155 13.185
unknown,2691490,2500,full,fullDay,between1And3,,3.9
Барановичи,2265285,800,full,fullDay,noExperience,,20.49
unknown,2937876,20000,full,fullDay,noExperience,,17.418 18.265
unknown,2937876,20000,full,fullDay,noExperience,,17.418 18.265
unknown,2937876,20000,full,fullDay,noExperience,,17.418 18.265
Калининград,4934,22000,full,fullDay,noExperience,,1.172 17.256 17.149 17.183 17.52 12.18
Волжский,2501280,25000,full,fullDay,between1And3,,18.208
Казань,628924,21000,full,fullDay,between1And3,,4.429 4.32 4.374 4.264
unknown,23712,38000,full,fullDay,between1And3,,29.545 29.517 21.563 21.564
Москва,1248425,80000,full,fullDay,between3And6,,1.221 1.5
Воронеж,42481,26100,full,fullDay,noExperience,,18.16
unknown,58320,25000,full,fullDay,between1And3,,5.195 5.371
unknown,233323,750,full,fullDay,between1And3,,17.256 17.66 17.196 17.231 17.24 3.151
Санкт-Петербург,1231872,50000,full,fullDay,between3And6,,20.287
Минск,1911241,2500,full,fullDay,between1And3,,21.48 21.17
Екатеринбург,399,52000,full,fullDay,noExperience,,21.176 21.482 21.136 21.506
Севастополь,4307280,45000,full,fullDay,between3And6,,17.572 17.144 26.574 9.532 23.72
село Ендовище,1661830,25000,full,fullDay,noExperience,,18.174 18.265 17.242 17.418
Краснодар,1182126,45000,full,fullDay,between1And3,,1.221 1.9 1.89 1.1 3.64 3.9
unknown,2476133,40000,full,fullDay,between3And6,,29.517
unknown,23712,38000,full,fullDay,between1And3,,29.545 29.517 21.563 21.564
unknown,1947314,32000,full,shift,between1And3,,29.556 29.545
unknown,3663339,800,full,shift,between1And3,,17.443 17.256 17.487 17.535 17.52
unknown,58320,55000,full,fullDay,between1And3,,5.219 5.371
Пестово,4643147,45000,full,fullDay,between1And3,,20.287 20.49
Воткинск,1251391,18000,full,shift,between1And3,,17.256 17.535 17.52
Екатеринбург,2729730,50000,full,fullDay,between3And6,,2.261 5.262
Белгород,2828474,60000,full,fullDay,between1And3,,17.144 13.227 13.185 13.489
unknown,4306,750,project,flexible,noExperience,,3.507 3.509 3.305 3.98 3.151
поселок городского типа Северный,2607155,18000,full,fullDay,noExperience,,18.208 29.545 21.564
Екатеринбург,533,40000,full,flexible,between1And3,,1.395 1.82 1.211 25.381 25.383 25.386
unknown,1711507,80000,full,fullDay,between3And6,,13.398 13.131
Ростов-на-Дону,57045,22500,full,fullDay,between1And3,,20.396 20.49 29.56 29.515 29.581
деревня Большое Верево,3205227,60000,full,fullDay,between3And6,,3.64
село Ендовище,1661830,50000,full,fullDay,between3And6,,18.265 29.553
,1711507,50000,part,fullDay,between3And6,,13.398 13.131
unknown,3855672,40000,full,shift,between1And3,,7.235 7.267 7.503 29.552
Ростов-на-Дону,17675,30000,full,flexible,noExperience,,5.219 5.224 17.156 17.334 19.19
unknown,4644732,50000,full,fullDay,between1And3,,2.261 5.262
посёлок Коммунарка,1711507,70000,full,fullDay,between3And6,,13.398 13.131
unknown,1711507,70000,full,fullDay,between3And6,,13.398 13.131
unknown,533,30000,full,fullDay,noExperience,,17.256 17.358 17.487 17.535 17.52 15.389
Москва,45333,52000,full,flyInFlyOut,between1And3,,13.22 13.578
unknown,1370884,40000,full,shift,noExperience,,18.348
unknown,2476133,70000,full,flyInFlyOut,between1And3,,20.49
unknown,1942330,35000,full,fullDay,between1And3,,8.356 2.468 17.535
Москва,45333,52000,full,shift,between1And3,,13.22 13.578
unknown,3639884,30000,full,fullDay,noExperience,,5.27 5.126 5.735 2.342 2.343
Новомосковский административный округ,1711507,70000,full,fullDay,between3And6,,13.398 13.131
Москва,2527584,32000,full,fullDay,noExperience,,29.545 29.517 21.563 21.564
Новомосковск,1077097,30000,full,shift,noExperience,,17.196
Москва,1541770,60000,full,fullDay,between1And3,,17.66 17.196 17.149
Казань,208707,30000,full,fullDay,between1And3,,17.256 17.417 17.52
село Марково,1190061,100000,full,fullDay,between3And6,,18.75 18.263 18.265 9.238 13.49 17.418
Нижний Новгород,4934,14500,part,flexible,noExperience,,1.172 15.93 4.47 4.255 4.181 17.149
Мытищи,1457115,80000,full,fullDay,between3And6,,17.443 17.302 17.256 17.417 17.487 17.44
unknown,1942330,58600,full,fullDay,between3And6,,6.107 6.254 6.319 6.336 6.247
Москва,2527584,32700,full,fullDay,noExperience,,29.545 29.517 21.563 21.564
Москва,45333,52000,full,shift,between1And3,,13.22 13.578
Саратов,1711087,30000,full,fullDay,between1And3,,18.348 18.208 18.291 29.552
Алматы,1168993,150000,full,fullDay,noExperience,,20.287 20.49 29.581
Отрадное,190026,50000,full,fullDay,between3And6,,29.51
unknown,904531,100000,full,fullDay,between3And6,,17.24
Минск,1278438,1000,full,fullDay,between1And3,,4.332 3.148 17.149 15.391
unknown,4644695,50000,full,fullDay,noExperience,,27.741
unknown,1942330,37500,full,fullDay,between1And3,,6.309 6.247
Ростов-на-Дону,585303,35000,full,fullDay,between3And6,,21.17 21.482 21.506
Уфа,2963965,35000,full,shift,between1And3,,18.143 18.81 18.297 29.513
unknown,623880,30000,full,fullDay,between3And6,,29.581
unknown,2537792,70000,full,flyInFlyOut,between1And3,,21.482 21.506
unknown,17488,18000,full,shift,noExperience,,4.47 4.255 4.338 4.181 15.388 17.183
,2722950,60000,full,fullDay,between1And3,,22.491 22.35 22.104 18.208
г Санкт-Петербург,1942336,25000,full,fullDay,noExperience,,17.256 17.231 17.535 17.24 17.52 2.102
посёлок Репино,1174125,45000,full,shift,between1And3,,22.329
Могилёв,2368821,650,full,fullDay,between1And3,,3.236 3.166 29.588
unknown,49357,22000,full,shift,noExperience,,17.256 17.231 17.535 17.24 17.52 15.389
Москва,610880,65000,full,fullDay,moreThan6,,11.157 18.129
unknown,4397495,12900,part,remote,moreThan6,,20.287 20.527 20.528 20.83 20.387 20.755
Орёл,49357,22000,full,shift,noExperience,,17.256 17.231 17.535 17.24 17.52 15.389
unknown,813458,22000,full,fullDay,noExperience,,18.265
unknown,813458,22000,full,fullDay,noExperience,,18.265
Кемерово,3177,50000,full,fullDay,between1And3,,1.221 1.272 1.113 1.5 1.211 1.25
Орёл,49357,22000,full,shift,noExperience,,17.256 17.231 17.535 17.24 17.52 15.389
unknown,3507024,40000,full,fullDay,noExperience,,18.29
unknown,2722950,60000,full,fullDay,between3And6,,22.491 22.204 22.35 22.104
unknown,17488,18000,full,shift,noExperience,,4.47 4.255 4.338 4.181 15.388 17.183
Краснодар,583970,30000,full,fullDay,between1And3,,22.491 22.204 22.353
Москва,2222250,58000,full,fullDay,between1And3,,13.22 13.578
Новочеркасск,2102516,20000,full,fullDay,between1And3,,26.419 26.437
unknown,4644657,22800,full,remote,noExperience,,5.126 5.579 5.691 5.103
unknown,4644657,22800,full,remote,noExperience,,5.126 5.579 5.691 5.103
unknown,4644657,22800,full,remote,noExperience,,5.126 5.579 5.691 5.103
unknown,3177,70000,full,fullDay,between1And3,,1.221 1.272 1.113 1.5 1.536 1.25
unknown,3529,35000,full,fullDay,between1And3,,5.79 5.45 5.215 5.121 5.234
unknown,3529,35000,full,fullDay,between1And3,,5.79 5.45 5.215 5.121 5.234
,2722950,60000,full,fullDay,between3And6,,22.491 22.353 22.35 22.104 18.208
Санкт-Петербург,16962,25000,full,fullDay,noExperience,,20.325 20.233
Саратов,4934,30000,full,fullDay,noExperience,,17.269 17.538 4.47 4.278 4.264 15.389
Саратов,4934,25000,full,fullDay,noExperience,,11.173 17.334 17.538 3.148 12.18 15.389
Москва,2236377,55000,full,fullDay,between1And3,,20.189 20.287 20.83 20.387 20.233 20.186
unknown,1517437,24000,full,shift,noExperience,,17.256 17.242 17.183 17.231 17.535 17.52
деревня Боброво,77364,50000,full,shift,between1And3,,29.495 21.176 21.275 21.564 20.49
Апатиты,2833684,33000,full,fullDay,between1And3,,29.51
,49357,26000,full,shift,between1And3,,4.338 17.324 17.231 17.535
unknown,4352,27500,full,fullDay,noExperience,,21.176
Колпино,1608483,58500,full,fullDay,between3And6,,18.348 18.339 18.297
unknown,38187,84000,full,fullDay,between3And6,,17.572 17.149 20.573
unknown,49357,28500,full,shift,between1And3,,4.338
unknown,2476133,25000,full,flexible,noExperience,,14.749
unknown,3407816,25000,full,fullDay,between1And3,,17.242 17.149
unknown,753017,700,full,shift,between1And3,,18.208
unknown,533,30000,full,fullDay,noExperience,,1.172 24.38 15.389 15.391 17.358 17.183
Могилев,956692,1000,full,fullDay,moreThan6,,9.289
unknown,49357,22500,full,shift,noExperience,,17.256 17.183 17.231 17.535
Краснодар,1941125,80000,full,fullDay,between1And3,,1.27 1.5 1.274
unknown,1421201,36000,full,shift,between3And6,,18.142
unknown,917650,45000,full,shift,between1And3,,6.319 6.247 6.184 22.193 17.183
Санкт-Петербург,548203,80000,full,fullDay,between1And3,,21.158 21.136 17.242 17.149
Самара,4015824,35000,full,fullDay,between1And3,,18.348 18.19 18.36 18.153
unknown,3407816,30000,full,fullDay,between1And3,,17.242 17.149
unknown,2722950,55000,full,fullDay,between1And3,,24.379 22.175 22.757 22.518 22.104 22.504
станица Елизаветинская,29136,1000,full,fullDay,noExperience,,8.135 8.202
unknown,3988552,50000,full,fullDay,between1And3,,3.1 3.15 3.166 3.8 3.4 3.9
unknown,2722950,42000,full,fullDay,between1And3,,17.256 17.231 17.535 17.52
,863957,800,full,fullDay,between1And3,,18.81
Челябинск,3121458,30000,full,fullDay,between1And3,,18.208 18.297
Нижний Новгород,560168,28000,full,fullDay,between3And6,,13.155 13.128 13.228
Минск,2826060,500,full,fullDay,between1And3,,3.148
,3259604,60000,full,fullDay,between3And6,,20.445 20.287 20.83 20.233 20.49
Колпино,1608483,39000,full,fullDay,between1And3,,21.136
unknown,2584055,35000,full,flyInFlyOut,between1And3,,8.77 8.135 8.202
Тюмень,2736011,30000,full,remote,between1And3,,2.43 2.335 2.337 2.164
unknown,3407816,25000,full,fullDay,between1And3,,17.242 17.149
Казань,2498406,25000,full,fullDay,between1And3,,4.264
,204839,34400,full,fullDay,between1And3,,6.319 6.309 6.247
unknown,2979079,70000,full,fullDay,between3And6,,20.287
Москва,816144,48000,part,shift,noExperience,,4.127 17.256 17.231 15.388 15.389
unknown,870683,35000,full,fullDay,between1And3,,17.242 17.306 17.231
Минск,2464731,1000,full,fullDay,between1And3,,7.267 7.503 29.51 29.162 29.552
г Кинешма,1942330,22000,full,fullDay,between1And3,,17.256 17.231 17.535
г Кинешма,1942330,18000,full,fullDay,between1And3,,17.256 17.231 17.535
г Кинешма,1942330,17000,full,fullDay,noExperience,,17.256 17.231 17.535 17.52 15.389
Москва,1296186,70000,full,fullDay,between3And6,,4.429
Воронеж,4934,27000,full,fullDay,noExperience,,12.18 17.149 17.183 17.538 15.389 15.391
unknown,1563089,16000,full,shift,between1And3,,17.256 17.149 17.183 17.535 17.52 2.102
unknown,1648566,65000,full,fullDay,between1And3,,29.514
unknown,1648566,65000,full,fullDay,between1And3,,29.514
unknown,1648566,65000,full,fullDay,between1And3,,29.514
Москва,816144,48000,part,shift,noExperience,,4.127 17.256 17.231 15.388 15.389
Саратов,576771,30000,full,fullDay,between3And6,,13.155 13.268 13.228 13.229
unknown,67669,46000,full,fullDay,between1And3,,20.287 20.49 29.514
Москва,816144,60000,part,shift,noExperience,,17.256 17.231 4.52 15.389
Тамбов,4501963,35000,full,fullDay,moreThan6,,18.348 18.142
Санкт-Петербург,1327611,50000,full,fullDay,between3And6,,18.208 18.81 18.118
Санкт-Петербург,816144,48000,part,shift,noExperience,,4.127 17.256 17.231 15.388 15.389
unknown,3843866,50000,full,fullDay,between1And3,,20.287 20.83
unknown,67669,15000,full,fullDay,noExperience,,8.202
Санкт-Петербург,816144,60000,part,shift,noExperience,,17.256 17.231 4.52 15.389
Санкт-Петербург,816144,48000,part,shift,noExperience,,4.127 17.256 17.231 15.388 15.389
Воронеж,965105,50000,full,fullDay,moreThan6,,18.142 18.16 18.81 18.568
unknown,87021,50000,project,flexible,noExperience,,4.127 4.52 21.17 21.482 21.506
unknown,1648566,75000,full,flyInFlyOut,between1And3,,29.556
unknown,3256137,300,full,fullDay,noExperience,,4.205 17.149 17.183
Домодедово,556036,35000,full,shift,noExperience,,21.17 21.564 21.136
unknown,1648566,75000,full,fullDay,between1And3,,29.556
unknown,1648566,75000,full,fullDay,between1And3,,29.556
unknown,4257444,550,full,fullDay,noExperience,,24.753
рабочий посёлок Шексна,2748,20000,full,fullDay,noExperience,,20.396 20.49 1.27 1.295 29.56
unknown,2746,60000,full,fullDay,between1And3,,6.319 17.256 17.324 17.44
unknown,2746,32000,full,shift,between1And3,,17.256 17.535
Омск,60377,40000,full,fullDay,noExperience,,21.17 21.481 21.136
unknown,2746,44393,full,fullDay,between1And3,,17.256 17.324 17.44
г Нововоронеж,1942330,18000,full,shift,noExperience,,17.256
"Ногинский р-н, деревня Жилино",1942330,35000,full,fullDay,between1And3,,17.256
Нижний Новгород,3982180,35000,full,shift,between3And6,,21.17 21.482 21.136
unknown,2746,40000,full,shift,between1And3,,17.256 17.324 17.535
Нижний Новгород,982698,50000,full,fullDay,between1And3,,18.29 29.581
unknown,208189,70000,full,fullDay,between3And6,,17.35 17.65 17.242 17.196 17.535
unknown,4529847,14000,full,fullDay,noExperience,,16.739
Воронеж,965105,45000,full,fullDay,between1And3,,18.153
unknown,1311888,23000,full,remote,between1And3,,3.48 3.64 3.23 3.119 1.137
Санкт-Петербург,1276,24400,full,shift,noExperience,,17.231
Санкт-Петербург,1276,26900,full,shift,noExperience,,17.256 17.535 17.52
unknown,2277240,70000,full,flyInFlyOut,between3And6,,20.396 20.49 29.56 29.515 29.581
unknown,53797,45000,full,fullDay,noExperience,,18.208 17.196 17.149
Алексеевка,53797,45000,full,fullDay,noExperience,,18.208 17.196 17.149 17.183 15.388 15.389
unknown,2748,37500,full,fullDay,noExperience,,25.381 25.383 29.56 1.82 1.295
Тверь,3489871,40000,full,fullDay,between1And3,,18.153
Белгород,3688021,30000,full,fullDay,between1And3,,26.412 26.574 2.342 2.343 2.425
Оренбург,2848320,40000,full,fullDay,between3And6,,20.233
Белгород,3688021,30000,full,fullDay,between1And3,,26.412 26.574 2.342 2.343 2.425
unknown,4018662,40000,full,fullDay,between1And3,,20.396 20.83
Рязань,3767665,40000,full,fullDay,between3And6,,29.551
unknown,1672253,80000,full,fullDay,between3And6,,20.396 20.287 20.387
поселок Измайлово,566430,70000,full,fullDay,moreThan6,,23.477 23.352 23.311 23.12 23.362
unknown,1672253,80000,full,fullDay,between3And6,,20.189 20.83
Набережные Челны,3447773,40000,full,shift,between1And3,,18.142
,1044497,35000,full,fullDay,between1And3,,8.461 8.575 1.117 1.295 1.327
Санкт-Петербург,1307837,50000,full,shift,between3And6,,13.587 13.398 13.131
,78638,43000,full,remote,noExperience,,8.462 5.177 5.371 5.579 4.181 4.278
село Орёл-Изумруд,3989340,17200,full,shift,noExperience,,15.389
unknown,2746,36172,full,shift,between1And3,,17.256 17.535
,191092,40000,full,fullDay,between1And3,,17.397 17.302 17.417 17.242 17.149 17.487
unknown,2639799,30000,full,shift,between3And6,,17.269 25.381 25.386 1.225 29.581
unknown,2639799,30000,full,shift,between3And6,,17.269 25.381 25.386 1.225 29.581
unknown,2639799,30000,full,shift,between1And3,,17.269 25.381 25.386 1.225 29.581
unknown,2639799,30000,full,shift,between3And6,,17.269 25.381 25.386 1.225 29.581
Брест,3304075,800,full,shift,noExperience,,8.77 8.135 23.314 23.362
unknown,206454,30000,full,fullDay,noExperience,,7.235 7.392 18.174 18.16 18.118
Санкт-Петербург,1382667,60000,full,fullDay,between3And6,,20.287 20.527 20.83 20.233
Воронеж,4355,21000,full,remote,between1And3,,4.429 4.47 4.32 4.338 4.181
Железногорск,3307486,18000,full,shift,noExperience,,17.256 17.242
Серпухов,23712,35000,project,shift,between1And3,,21.17 17.306 4.52
,1464865,50000,full,fullDay,between3And6,,17.301 17.302 17.196 17.149 17.535
Санкт-Петербург,1433268,50000,full,fullDay,between1And3,,20.287 20.527 20.83
Москва,141948,60000,full,fullDay,between3And6,,18.348 18.13 18.81 18.297 14.349 14.87
unknown,2639799,30000,full,shift,between3And6,,17.269 25.381 25.386 1.225 29.581
деревня Чёрная Грязь,2180,45000,full,fullDay,between1And3,,21.275 21.564
деревня Чёрная Грязь,2180,45000,full,fullDay,between1And3,,21.275 21.564
деревня Чёрная Грязь,2180,45000,full,fullDay,between1And3,,21.275 21.564
деревня Чёрная Грязь,2180,45000,full,fullDay,between1And3,,21.275 21.564
Санкт-Петербург,1684993,55000,full,fullDay,moreThan6,,4.205 1.42 1.327 1.25
unknown,1236698,1000,part,flexible,noExperience,,17.256 17.66 17.196 17.231 17.24 3.151
,1114162,500,part,remote,between3And6,,1.4 3.9
Республика Крым,2729317,30000,full,shift,between1And3,,4.127 7.239 7.502 7.566 7.455 29.495
unknown,1404172,160000,full,fullDay,between1And3,,1.327
деревня Чёрная Грязь,2180,45000,full,fullDay,between1And3,,21.275 21.564
Новосибирск,4934,30000,full,fullDay,noExperience,,1.172 1.744 15.93 15.389 17.183 17.538
Новосибирск,23435,25000,full,fullDay,between1And3,,17.256 17.535 17.52
unknown,4644713,35000,full,fullDay,between1And3,,29.56 29.515 29.581
Новосибирск,4934,30000,full,fullDay,noExperience,,17.751 17.149 17.183 17.538
unknown,1236698,200,part,flexible,noExperience,,17.256 17.66 17.196 17.231 17.24 3.151
Москва,141948,45000,full,fullDay,between1And3,,18.348 18.13 14.349 14.87
Омск,901029,30000,full,fullDay,between1And3,,26.437 21.136 21.74
Новосибирск,4934,30000,full,fullDay,noExperience,,17.751 17.149 17.183 17.538
Санкт-Петербург,7172,23500,full,shift,noExperience,,17.231 17.535 17.52
Колпино,7172,23500,full,fullDay,noExperience,,17.231 17.535 17.52
посёлок Парголово,7172,23500,full,shift,noExperience,,17.231 17.535 17.52
Колпино,7172,23500,full,fullDay,noExperience,,17.256 17.231 17.52
посёлок Парголово,7172,23500,full,shift,noExperience,,17.231 17.535 17.52
деревня Валищево,7172,59000,full,fullDay,between1And3,,22.491 22.204 18.84 17.231
деревня Валищево,7172,59000,full,fullDay,between1And3,,22.491 22.204 18.208 17.231
деревня Валищево,7172,59000,full,fullDay,between1And3,,22.491 22.204 17.231 18.297
деревня Валищево,7172,59000,full,fullDay,between1And3,,22.491 22.204 18.208 17.231
unknown,736714,20000,full,flexible,noExperience,,29.556 29.588 27.533 4.374
Минск,766802,500,part,shift,moreThan6,,13.131
unknown,2746,27388,full,fullDay,noExperience,,17.256 17.149 17.183 17.535 17.52 2.102
Новосибирск,4934,30000,full,fullDay,noExperience,,15.93 15.75 15.389 17.751 17.183 17.538
unknown,220594,60000,full,fullDay,between3And6,,21.17 21.136
деревня Давыдовское,659,50000,full,shift,moreThan6,,21.17 21.482 21.136
Воронеж,120324,30300,full,fullDay,between1And3,,4.338 21.275 21.563 21.564
Темиртау,2341028,50000,full,fullDay,noExperience,,17.111 17.65 17.149 17.183 17.487 17.52
Белгород,120324,25000,full,shift,noExperience,,17.256 17.242 17.183 17.535 17.52
unknown,2639799,30000,full,shift,between1And3,,17.269 25.381 25.386 1.225 29.581
агрогородок Ратомка,4157051,1200,full,fullDay,between3And6,,2.261 5.262
Иваново,120324,25000,full,fullDay,noExperience,,17.256 17.183 17.535 17.52
Москва,1648878,60000,full,fullDay,between1And3,,18.129 29.516
Обнинск,120324,31580,full,shift,noExperience,,17.256 17.242 17.149 17.183 17.535 17.52
Обнинск,120324,31620,full,shift,noExperience,,17.256 17.486 17.183 17.487 17.535 17.52
Обнинск,120324,31160,full,shift,between1And3,,17.256 17.52 2.102
станица Троицкая,1509494,70000,full,fullDay,between3And6,,13.432
станица Троицкая,1509494,70000,full,fullDay,between3And6,,13.432
Таганрог,120324,25000,full,shift,noExperience,,17.256 17.183 17.535 17.52
unknown,2779875,130000,full,fullDay,moreThan6,,20.396 20.83 18.354 18.201
unknown,78638,150000,full,fullDay,between1And3,,5.219 5.224 17.333 17.242 17.324 6.319
Красноярск,3541976,25000,full,fullDay,noExperience,,21.17
Минск,3192406,1500,full,fullDay,noExperience,,21.482
unknown,1276,47300,full,shift,between1And3,,22.204 18.208
Москва,1151222,30000,full,fullDay,between1And3,,4.205 17.144 17.242 17.149 17.183
Москва,2316261,15000,part,fullDay,between1And3,,24.753
Ковров,4539540,40000,full,fullDay,between3And6,,21.482
Москва,2316261,25000,full,fullDay,noExperience,,24.379 24.753 17.334 17.52 29.545 4.181
Москва,1276,39000,full,shift,between1And3,,17.256
unknown,4073523,40000,full,fullDay,between3And6,,17.15
Москва,2159096,45000,full,fullDay,between1And3,,29.556 29.588 29.513 29.546 29.581 20.49
unknown,1236698,600,part,flexible,noExperience,,17.256 17.66 17.196 17.231 17.24 3.151
Москва,1276,41400,full,shift,between1And3,,22.491 22.204 18.208
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Киржач,4172653,31000,full,flyInFlyOut,noExperience,,29.553
Агидель,1942330,18000,full,fullDay,between1And3,,17.256 17.231 17.535
село Верхние Татышлы,1942330,18000,full,fullDay,between1And3,,17.256 17.231 17.535
Москва,1711964,90000,full,fullDay,between1And3,,3.23 3.8
Москва,1641540,220000,full,fullDay,between3And6,,1.395 1.221
Москва,3539223,80000,full,fullDay,between1And3,,20.527 17.324 17.149
unknown,4003869,30000,full,fullDay,between1And3,,17.306 17.149
unknown,4003869,30000,full,fullDay,between1And3,,17.306 17.149
Казань,138262,25000,full,fullDay,between1And3,,17.397 26.449 1.116 3.9
Казань,3095787,25000,full,shift,between1And3,,11.62 11.24 17.334 17.52
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Киржач,4172653,35000,full,flyInFlyOut,noExperience,,29.545
Белгород,2102861,25000,full,fullDay,between3And6,,17.196
unknown,1246881,100000,full,fullDay,noExperience,,25.381 25.386 1.11 1.272 1.42 1.295
unknown,3529,32835,full,flexible,noExperience,,5.177 5.195 5.371 5.103 4.278
unknown,1847709,90000,full,fullDay,between1And3,,29.495
unknown,1799453,40000,full,fullDay,moreThan6,,20.83
Подольск,1374097,30000,full,shift,between1And3,,24.624
unknown,2702147,1500,full,fullDay,between3And6,,2.261
Москва,59967,80000,full,fullDay,between3And6,,18.245
unknown,3161863,10000,part,remote,noExperience,,17.52
Москва,2363973,50000,full,fullDay,between1And3,,3.15
unknown,844475,23000,full,fullDay,between3And6,,20.287 20.49 29.56 29.515
Москва,4451078,35000,full,fullDay,noExperience,,3.171 13.433 12.18 15.388 4.181 4.278
Тольятти,2748,20000,full,fullDay,between1And3,,1.203 1.172 1.89 25.383 25.386
unknown,3472578,40000,full,fullDay,noExperience,,17.15 4.338 21.275 21.564
Сочи,3246143,70000,full,fullDay,between1And3,,20.2 17.183
село Фролы,3601675,20000,full,shift,noExperience,,15.388 15.313 4.181
unknown,3354299,22000,full,fullDay,noExperience,,29.495
Курск,1092445,35000,full,fullDay,between3And6,,17.156 17.333 17.334 17.256 17.196 13.49
Курск,1092445,35000,full,fullDay,between3And6,,17.156 17.333 17.334 17.256 17.196
Курск,1092445,25000,full,fullDay,between1And3,,17.333 17.196 13.49
Уральск,1906102,80000,full,fullDay,between3And6,,1.27 1.273 1.89
unknown,1218541,90000,full,flyInFlyOut,moreThan6,,29.514
unknown,4516838,1000,full,fullDay,noExperience,,4.52
Орск,4510526,15000,full,shift,between1And3,,3.747 3.9 11.157 17.242 17.149 17.44
Санкт-Петербург,924205,40000,full,fullDay,noExperience,,4.127 4.52 7.392 15.313
unknown,4644048,75000,full,fullDay,between1And3,,20.287 20.49
unknown,783886,550,full,shift,noExperience,,29.495
Тюмень,1535099,24000,full,fullDay,noExperience,,17.256 17.242 17.149 17.44 17.52 17.441
Москва,208707,50000,full,fullDay,between1And3,,17.256 17.417 17.52 4.181
Москва,704471,60000,full,fullDay,between1And3,,20.287 20.83 20.233 1.272 1.82 25.386
Москва,3322489,40000,full,flyInFlyOut,noExperience,,29.495 29.545 21.275 21.564
Ефремов,2132771,50000,full,flyInFlyOut,between1And3,,21.17 21.482 21.136 21.506
Москва,704471,60000,full,fullDay,between1And3,,20.287 20.233 1.272 25.386
,1024592,90000,full,shift,between3And6,,17.256 17.535 17.52
Минск,2493262,400,full,fullDay,noExperience,,27.496
Санкт-Петербург,2022431,60000,full,fullDay,noExperience,,13.587
