city,company_id,salary_from,employment,schedule,experience,key_skills,specializations
unknown,4752,76000,full,fullDay,between3And6,,2.43 2.46 2.337 2.1
Краснодар,208707,55000,full,fullDay,between1And3,,17.417 17.196 17.149 17.486 17.538
Ижевск,4240201,35000,full,fullDay,between1And3,,17.111 17.112
Пермь,2792778,24000,full,shift,between3And6,,13.433
посёлок Новые Зори,2790200,32000,full,fullDay,between1And3,,18.75 18.265
unknown,3322489,40000,full,flyInFlyOut,noExperience,,29.495 29.545 21.275 21.564 21.136
unknown,2345525,150000,full,fullDay,between3And6,,2.43 2.335 2.464 2.337 2.468
Сочи,34086,20000,full,shift,noExperience,,17.256 17.242 17.52
unknown,2790200,23000,full,fullDay,noExperience,,20.396 29.56 29.515 29.581
unknown,1655922,80000,full,fullDay,between1And3,,20.287
unknown,4880,26000,full,shift,between1And3,,21.563
unknown,735079,70000,full,fullDay,noExperience,,21.136
Москва,822,50000,full,fullDay,between1And3,,17.333 17.623 17.112 17.306 17.149 1.295
Санкт-Петербург,3537780,50000,full,fullDay,between1And3,,12.331 12.92 12.197 12.7 12.122
unknown,2738360,65000,full,flyInFlyOut,between1And3,,29.553
unknown,1655922,80000,full,fullDay,between1And3,,20.189 20.287 20.387 20.7
Санкт-Петербург,234088,30000,full,fullDay,between1And3,,17.144 17.149 17.535 17.538 13.227
unknown,3322489,40000,full,flyInFlyOut,noExperience,,29.495 29.545 21.275 21.564 21.136
Москва,3853400,60000,full,fullDay,between1And3,,20.287 20.387
unknown,52839,80000,full,fullDay,between1And3,,7.502
Абакан,1207790,40000,full,fullDay,moreThan6,,21.17 21.482
Видное,181721,40000,full,shift,between1And3,,29.556 29.588 29.495
Москва,72386,75000,full,fullDay,between1And3,,20.396
unknown,1820741,25000,full,fullDay,noExperience,,17.333 17.334
unknown,10623,50000,full,fullDay,between1And3,,8.77 8.461 8.135 8.202 17.446 17.324
unknown,3322489,40000,full,flyInFlyOut,noExperience,,29.495 29.545 21.275 21.564 21.136
Петергоф,924205,45000,full,shift,between1And3,,22.175 22.193 22.518 22.329
unknown,4934,26000,full,fullDay,noExperience,,1.225 17.242 17.52 15.389 15.391
Кузнецк,849580,13000,full,fullDay,noExperience,,29.556 29.495 29.545 21.176 21.563 21.564
unknown,3165368,45000,full,fullDay,between1And3,,20.396 20.189 20.445 20.527 20.528 20.83
Сергиев Посад,3332527,20000,full,flexible,noExperience,,11.347
Санкт-Петербург,2458963,21000,part,shift,between1And3,,22.175 22.193
Москва,2119774,120000,full,fullDay,between3And6,,12.92 12.326 20.325 1.327
Москва,55440,40000,full,shift,between1And3,,17.302 17.256 17.242 17.324 17.535 17.44
Видное,181721,50000,full,fullDay,between1And3,,29.588 29.514
Каменск-Уральский,997065,24000,full,fullDay,between1And3,,18.81 10.472 10.393
,191092,25000,full,fullDay,between1And3,,4.47 17.196
unknown,172161,40000,full,flexible,noExperience,,17.256 17.535 17.44 17.52 15.389 15.391
unknown,3165368,30000,full,fullDay,between1And3,,20.287 20.7 20.49
unknown,2761218,25000,full,fullDay,between1And3,,18.373
Москва,3251333,60000,full,fullDay,between1And3,,17.256 17.358 17.183 17.487 17.44 17.52
unknown,4734583,75000,full,fullDay,noExperience,,29.556
unknown,872473,33000,full,fullDay,between1And3,,7.14 7.222 17.15 17.256 17.242 17.196
,49357,27700,full,shift,noExperience,,15.389
unknown,15848,23000,full,fullDay,between1And3,,4.205 4.429 4.264
unknown,4734282,20000,full,fullDay,between1And3,,17.59 17.417 17.196 17.149 17.152 17.538
,804025,25000,full,fullDay,between1And3,,3.171 3.423 24.379 24.378 16.38
Санкт-Петербург,4732902,70000,full,fullDay,between3And6,,29.551
Москва,217918,28000,part,flexible,noExperience,,15.313
,49357,35600,full,fullDay,between1And3,,4.338 17.324 17.231 17.535
Минск,149094,1340,full,shift,between1And3,,18.153
Киров,4582388,23000,full,fullDay,noExperience,,21.564
Астрахань,34086,18000,full,shift,noExperience,,17.256 17.242 17.535 17.52
Новосибирск,583041,20000,full,fullDay,noExperience,,17.65 17.66 17.149 17.535 3.148
unknown,3517762,180000,full,fullDay,between3And6,,20.396 20.325 20.233 4.374
unknown,1174855,40000,part,flexible,noExperience,,4.127
unknown,849580,30000,full,fullDay,between1And3,,17.256 17.65 17.487 4.338 21.275
unknown,196621,22500,full,fullDay,noExperience,,17.302 17.183 17.231 29.495 15.389
Мурино,2753675,30000,full,shift,noExperience,,8.135 8.202
unknown,1043716,42000,full,fullDay,between1And3,,21.275 21.563 21.564
Брест,1635660,450,full,fullDay,between1And3,,17.256 17.52
Саратов,4934,40000,full,fullDay,noExperience,,1.225 15.389 4.278 17.538
Барнаул,2166515,40000,full,flyInFlyOut,between3And6,,20.387
Москва,1091352,45000,full,fullDay,noExperience,,13.268 13.229
unknown,2738360,65000,full,flyInFlyOut,between1And3,,29.553
unknown,2194699,80000,full,fullDay,between1And3,,17.572 17.242 17.149 2.463
Санкт-Петербург,217918,25000,part,flexible,noExperience,,15.313
unknown,2135789,35000,full,fullDay,between1And3,,17.256 17.535 17.52
unknown,29136,60000,full,fullDay,between3And6,,22.353 22.329
село Бабяково,66212,35000,full,fullDay,between1And3,,6.107 6.254 6.336 6.247
Кузнецк,849580,25000,full,fullDay,noExperience,,17.256 17.65 17.487 17.535 17.52 15.389
unknown,554251,27000,full,fullDay,between1And3,,18.208
Алматы,743815,100000,full,shift,between1And3,,2.102
unknown,4079511,30000,full,shift,between1And3,,18.153
unknown,4194830,50000,full,fullDay,between1And3,,12.92 25.381 25.386 1.27 1.273 1.82
unknown,1966177,66000,full,flyInFlyOut,between3And6,,29.51 29.162 29.552
unknown,3322489,40000,full,flyInFlyOut,noExperience,,29.495 29.545 21.275 21.564 21.136
unknown,4079511,37000,full,shift,between1And3,,18.153
unknown,2227671,15000,full,fullDay,noExperience,,4.494
Омск,1629337,25000,full,fullDay,noExperience,,18.29
Рязань,3949762,30000,full,fullDay,noExperience,,17.149
Москва,3062378,50000,full,fullDay,between1And3,,17.35 17.417 17.196 17.149 17.486 17.152
unknown,4079511,33000,full,shift,between1And3,,18.153
Ростов-на-Дону,86661,25000,full,fullDay,between1And3,,22.491 22.204 22.193 22.104
unknown,4672165,80000,full,fullDay,noExperience,,29.556 29.495 29.517 29.581
unknown,2952610,71000,full,flyInFlyOut,between1And3,,29.588 29.514
unknown,2952610,71000,full,flyInFlyOut,between1And3,,29.588 29.514
Москва,3304990,40000,full,flyInFlyOut,between1And3,,29.588 20.525
Казань,734566,30000,full,shift,between1And3,,18.348 29.549
г Москва,1942336,35000,full,fullDay,between1And3,,22.175 17.256 17.231 17.535 18.297
г Москва,1942336,33000,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 17.52 2.102
г Красногорск,1942336,50000,full,fullDay,between1And3,,22.175 17.256 17.231 17.535 18.297
г Санкт-Петербург,1942336,27000,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 17.52 2.102
г Санкт-Петербург,1942336,25000,full,fullDay,between1And3,,17.256 17.231 17.535 17.24 17.52 2.102
г Санкт-Петербург,1942336,29000,full,fullDay,between1And3,,22.175 17.256 17.231 17.535 18.297
г Воронеж,1942336,22000,full,fullDay,noExperience,,17.256 17.231 17.535 17.24 17.52 2.102
Москва,3234157,35000,full,fullDay,between1And3,,22.491 18.208
Санкт-Петербург,667893,50000,full,fullDay,between3And6,,2.425
unknown,4079511,19254,full,shift,noExperience,,18.153
Томск,2493094,35000,full,fullDay,between1And3,,29.556 29.541 27.499
unknown,4431464,60000,full,fullDay,between3And6,,20.287 20.83 20.387
unknown,1570330,40000,full,remote,between1And3,,17.65 17.324 17.149
unknown,42713,60000,full,fullDay,between3And6,,20.396 20.83 25.381 25.386 18.361
unknown,2596486,35000,full,shift,between3And6,,20.396 20.287 20.49 29.51 29.162 29.552
Красноярск,49784,22000,full,shift,noExperience,,17.256
Череповец,61826,30000,full,fullDay,noExperience,,17.256 17.535 17.52
Москва,1006932,90000,full,fullDay,between1And3,,17.144 17.149 13.227 13.228 13.229 13.489
unknown,1883145,80000,full,fullDay,between3And6,,29.514
Красноярск,764451,24000,full,shift,noExperience,,15.93 15.389 15.391 17.256 17.183 17.52
Пермь,3013247,25000,full,fullDay,between1And3,,21.17 21.136
unknown,172,60000,full,fullDay,between1And3,,1.221 1.9
Москва,1962741,40000,full,fullDay,between1And3,,29.495 29.545 21.275 21.564 21.136
Пермь,3908982,36500,full,shift,between1And3,,18.142
Москва,21371,45000,full,fullDay,between1And3,,22.329
Тюмень,3350732,12000,full,fullDay,noExperience,,4.494
Кузнецк,849580,20000,full,fullDay,noExperience,,17.256 17.65 17.487 4.338 21.275
Москва,32491,45000,full,fullDay,between1And3,,11.293 11.134
Санкт-Петербург,217918,25000,part,flexible,noExperience,,15.313
Великий Новгород,61826,30000,full,fullDay,noExperience,,17.256 17.535 17.52
Москва,1619145,33000,full,fullDay,noExperience,,6.254 6.247 6.184 4.181
Тюмень,3350732,30000,full,shift,noExperience,,24.377
unknown,2746,24400,full,flexible,noExperience,,17.256 17.149 17.183 17.535 17.52 2.102
Краснодар,701667,45000,full,fullDay,between1And3,,17.256 17.417 17.242 17.196
Москва,3126832,70000,full,fullDay,between3And6,,2.43 2.335 2.337 2.164 2.261 2.469
unknown,2746,24400,full,flexible,noExperience,,17.256 17.149 17.183 17.535 17.52 2.102
Северодвинск,61826,30000,full,fullDay,noExperience,,17.256 17.535 17.52
unknown,2499672,30000,full,fullDay,between3And6,,2.43 2.335 2.463 2.337 2.469
Краснодар,4480771,33000,full,shift,between3And6,,22.491 17.256 17.231
Красноярск,3718968,60000,full,flyInFlyOut,between1And3,,13.128
Москва,60377,63900,full,fullDay,between1And3,,6.319
unknown,1295885,35000,full,fullDay,between3And6,,17.59
Санкт-Петербург,1156511,36000,full,shift,between1And3,,18.348 18.208 18.291 29.552
Москва,4058988,60000,full,fullDay,between3And6,,18.81
Москва,3980372,30000,full,shift,between1And3,,8.77 8.356
Санкт-Петербург,924205,40000,full,shift,between1And3,,22.175 22.193 22.518 22.329
Киров,3529,31000,full,flexible,between1And3,,8.462 23.479 5.579
unknown,1419273,60000,full,fullDay,noExperience,,29.556 29.495 29.545 29.517
Реутов,2661364,45000,full,fullDay,between1And3,,2.43 2.469
unknown,63687,36000,full,shift,noExperience,,13.155 13.185
unknown,3529,26000,full,fullDay,noExperience,,5.177 5.257 15.389 15.391 15.346
Санкт-Петербург,2854000,35000,full,shift,between1And3,,4.255 13.433 13.227
Магнитогорск,2039928,20000,full,shift,between1And3,,21.17 21.136
unknown,1883145,70000,full,fullDay,between3And6,,29.581
Киров,3529,31000,full,flexible,between1And3,,8.462 23.479 5.579
Санкт-Петербург,63687,47000,full,shift,between1And3,,13.155 13.438
Минск,3384907,1100,full,fullDay,noExperience,,18.29
unknown,45036,18000,full,fullDay,noExperience,,17.256 17.66 17.196 17.231 17.24 3.151
Москва,3676644,300000,full,fullDay,noExperience,,29.557 29.581 29.583 20.287 20.387 20.49
,986768,630,full,shift,between1And3,,21.563 21.564
Ульяновск,3107303,15000,part,remote,noExperience,,12.18
Караганда,2706970,140000,full,fullDay,between3And6,,21.275 21.136
Воронеж,3443,45000,full,fullDay,between3And6,,18.73
Минск,1232413,300,part,remote,between1And3,,14.91 14.6 14.141 14.349 14.355 14.34
Санкт-Петербург,2433796,51700,full,fullDay,between1And3,,1.203 1.27 1.82 1.211 1.295 29.581
город Логойск,756973,400,full,shift,noExperience,,15.237 29.495 18.212
unknown,1545348,40000,full,fullDay,between1And3,,1.221
Новосибирск,556036,30000,full,fullDay,between1And3,,21.563 21.564
unknown,1889081,45000,full,fullDay,between1And3,,5.219 5.126 5.224 5.257 5.371 17.623
Уфа,1612577,25000,full,fullDay,noExperience,,18.29 29.553
unknown,1419273,46000,full,flyInFlyOut,noExperience,,29.556 29.495 29.545 29.517
Красноярск,4689424,21000,full,flyInFlyOut,noExperience,,8.77 8.461 8.736 8.26 8.135 8.202
unknown,1036895,25000,full,shift,noExperience,,17.256 17.242 17.52
,903756,45000,full,fullDay,between1And3,,4.429 17.149
Воронеж,30151,35000,full,fullDay,noExperience,,17.397 17.256 17.149 17.535 17.52 15.389
Уфа,1715169,12000,full,fullDay,noExperience,,22.491 22.204 15.313
Минск,1232413,350,part,remote,between1And3,,14.91 14.349 14.178 14.87 20.83
Красноярск,3612731,30000,full,fullDay,noExperience,,18.174
Москва,745358,45000,full,shift,between1And3,,3.171 3.114 3.23 17.242 17.183
Минск,1232413,350,part,remote,between1And3,,14.6 14.217 23.476 23.36 23.422 23.266
unknown,1976850,30000,full,fullDay,noExperience,,4.332
Самара,3199001,28750,full,fullDay,between1And3,,21.563 21.564
unknown,1736081,35000,full,fullDay,between3And6,,17.65 17.417 17.242 17.196
Киров,4582388,22000,full,shift,between1And3,,29.515
unknown,2661091,120000,full,fullDay,between1And3,,13.587
unknown,2092267,90000,full,flyInFlyOut,between3And6,,21.17
Минск,3862199,1100,full,shift,noExperience,,18.348 18.174 18.208 18.81 18.13 18.85
Каменск-Уральский,740571,21000,full,fullDay,between1And3,,4.429
Волгоград,3564550,50000,full,fullDay,moreThan6,,5.262
Екатеринбург,3427831,30000,full,flyInFlyOut,noExperience,,18.208 29.545 21.564
unknown,1419273,46000,full,flyInFlyOut,noExperience,,29.588 29.495 29.545
,972729,50000,part,flexible,between3And6,,14.91 14.217 20.233
Рязань,58320,25000,full,fullDay,between1And3,,1.395 1.11 8.356
unknown,1419273,46000,full,flyInFlyOut,noExperience,,29.545 29.517 21.563 21.564
Минск,1232413,350,part,remote,between1And3,,14.6 14.364 14.178 14.217
unknown,966757,35000,full,fullDay,between1And3,,29.515
unknown,1419273,46000,full,fullDay,noExperience,,29.588 18.208
Москва,132656,85000,full,fullDay,between3And6,,13.22 17.256 17.324 17.535
unknown,4713634,180000,full,fullDay,noExperience,,17.58 15.389 15.391
unknown,2507171,20000,full,shift,between1And3,,17.443 17.256 17.52
unknown,8501,90000,full,fullDay,between3And6,,5.126 5.45 5.106
посёлок городского типа Винзили,3371501,40000,full,fullDay,between1And3,,29.514
Владимир,2152260,28000,full,shift,noExperience,,13.22 13.578
Новосибирск,780079,30000,full,fullDay,noExperience,,18.36
Воронеж,30151,35000,full,fullDay,noExperience,,17.397 17.256 17.149 17.535 17.52 15.389
unknown,1174855,36000,full,fullDay,noExperience,,21.176 21.275 21.563 15.308
Москва,3469987,80000,full,fullDay,moreThan6,,2.261 5.262
Санкт-Петербург,217918,25000,full,flexible,noExperience,,29.588 15.389
Санкт-Петербург,150294,40000,full,fullDay,between1And3,,20.396 20.445 20.527 20.528 20.83 20.7
Уфа,677813,30000,full,fullDay,between3And6,,29.56 29.515 29.581 18.36
unknown,1419273,46000,full,flyInFlyOut,noExperience,,29.545 29.517 21.563 21.564
unknown,78902,25000,part,flexible,noExperience,,17.256 17.242 17.358 17.487 17.44 17.52
Владимир,2152260,25000,full,shift,noExperience,,13.578 13.227 13.228
unknown,2906379,68750,full,flyInFlyOut,between1And3,,29.51
unknown,2906379,68750,full,flyInFlyOut,between1And3,,29.51
unknown,2906379,68750,full,flyInFlyOut,between1And3,,29.51
unknown,2906379,68750,full,flyInFlyOut,between1And3,,29.51
unknown,2906379,68750,full,flyInFlyOut,between1And3,,29.51
unknown,2906379,68750,full,flyInFlyOut,between1And3,,29.51
unknown,2906379,68750,full,flyInFlyOut,between1And3,,29.51
unknown,2906379,68750,full,flyInFlyOut,between1And3,,29.51
unknown,2906379,68750,full,flyInFlyOut,between1And3,,29.51
Москва,5326,75000,full,fullDay,between3And6,,2.261 5.262
Сочи,201539,30000,full,fullDay,between3And6,,18.142 29.511 29.553
unknown,231418,28000,full,flyInFlyOut,between1And3,,21.17 21.482 21.506
unknown,1942330,30000,full,fullDay,between1And3,,8.77 8.461 8.356 17.256
unknown,1942330,30000,full,fullDay,between1And3,,8.77 8.461 8.356 17.256
Астана,1318311,100000,full,shift,between1And3,,4.255
,4069844,25000,full,fullDay,between3And6,,2.43 2.335 2.337 2.469
Балашиха,1250899,28500,full,fullDay,noExperience,,29.541
Нижний Новгород,3081133,40000,full,fullDay,between3And6,,17.417 17.242 17.196 17.149
Москва,4034666,35000,full,shift,between1And3,,22.491 22.204
Нижний Новгород,416736,40000,full,fullDay,between1And3,,18.142 18.16 29.51 29.162 29.552
unknown,624463,55000,full,fullDay,noExperience,,20.445
Москва,1663376,45000,full,fullDay,between1And3,,17.65 17.149 17.535 3.148
Красноярск,3718968,60000,full,flyInFlyOut,between1And3,,20.49
Москва,1536435,80000,full,fullDay,between1And3,,17.487 3.9
Киров,3506300,60000,part,fullDay,between3And6,,20.527 20.528
unknown,2476133,50000,full,fullDay,between3And6,,29.556 18.752
unknown,578038,30000,full,shift,between1And3,,17.443 17.256 17.242 17.52
Москва,966757,35000,full,shift,between3And6,,29.557
Москва,4595140,30000,full,shift,noExperience,,29.556 29.588 29.545 18.752
unknown,2661364,35000,full,fullDay,noExperience,,26.413 26.419 26.437 17.183 17.535
unknown,2104178,50000,full,fullDay,between1And3,,29.588 18.265
Санкт-Петербург,1966177,60000,full,flyInFlyOut,between3And6,,7.503
Череповец,3377068,30000,full,fullDay,between1And3,,20.287 20.49
unknown,80,70000,full,fullDay,between1And3,,5.219 5.224 5.45 5.106 17.301
unknown,1276,27500,full,flexible,between1And3,,17.256 4.338 21.275
Москва,542688,30000,full,fullDay,between1And3,,4.127
Самара,1439,28800,full,fullDay,noExperience,,5.219 5.126 5.224 5.371
unknown,3529,37000,full,fullDay,noExperience,,5.177 5.257 15.389 15.391 15.346
Всеволожск,924205,40000,full,shift,noExperience,,22.491 22.175 22.193 22.518 22.104 22.329
unknown,18796,35000,full,fullDay,between1And3,,21.482 21.275 21.564 21.136
Санкт-Петербург,1966177,75000,full,flyInFlyOut,moreThan6,,7.503
Ростов-на-Дону,4208256,30000,full,fullDay,between3And6,,17.59 17.15 17.306 17.196 17.149 7.222
Нижний Новгород,416736,40000,full,fullDay,between1And3,,29.588
Москва,1671874,85000,full,fullDay,between1And3,,3.209 3.23 3.8 3.328
Лобня,2503087,30000,full,fullDay,noExperience,,29.495 29.545 21.275 21.564 21.136
Москва,3244058,90000,full,fullDay,between3And6,,18.129 18.73 26.437 26.406
Санкт-Петербург,3041134,25000,full,fullDay,between1And3,,1.4
unknown,19615,28000,full,fullDay,between1And3,,29.545
Самара,2240191,20000,part,flexible,noExperience,,22.193
Москва,12240,57000,full,fullDay,between3And6,,13.155
Омск,1629337,16000,full,fullDay,noExperience,,21.17 21.481
unknown,87021,40000,full,shift,between1And3,,1.211 4.278
Колпино,4142406,45000,full,fullDay,between1And3,,18.129
unknown,4934,35000,full,fullDay,noExperience,,17.269 17.149 17.183 17.52 15.389
Краснодар,217918,25000,part,flexible,noExperience,,15.313
Москва,1633564,45000,full,fullDay,between1And3,,21.136 21.506
Ростов-на-Дону,8100,27000,full,fullDay,between1And3,,4.429 4.47 4.264
Архангельск,61826,30000,full,fullDay,noExperience,,17.256 17.535 17.52
Омск,3578345,25000,full,fullDay,noExperience,,4.429
unknown,4263894,400,full,fullDay,noExperience,,11.24
Москва,2166,80000,full,fullDay,between1And3,,17.302 17.242 17.306 17.231 17.535 17.24
Ростов-на-Дону,58982,1000,full,fullDay,between1And3,,1.221 1.82 1.9 1.1
unknown,2078051,27000,full,shift,between1And3,,22.204 22.193 22.248 22.329 17.256 17.535
unknown,1088870,100000,full,fullDay,between1And3,,17.256 17.535 17.52
Симферополь,1020953,10000,part,shift,between1And3,,13.155 13.185
Москва,1179017,45000,full,shift,between1And3,,20.445
unknown,622916,35000,full,shift,noExperience,,22.491
unknown,757423,600,full,fullDay,between1And3,,17.256 17.535
unknown,922559,70000,full,fullDay,between3And6,,18.81
Мурманск,61826,30000,full,fullDay,noExperience,,17.256 17.535 17.52
Москва,2166,80000,full,fullDay,between1And3,,17.302 17.242 17.306 17.231 17.535 17.24
Санкт-Петербург,121874,57000,full,fullDay,between1And3,,18.13 18.431 18.373 18.36 18.568 18.585
Москва,243789,80000,full,shift,between3And6,,3.48 3.64 18.212
посёлок городского типа Емельяново,2191008,18743,full,fullDay,between1And3,,18.36
Москва,2689166,40000,full,shift,between1And3,,24.493
unknown,1025275,20000,full,fullDay,between1And3,,17.256 17.535 17.52
Красноярск,2308719,40000,full,fullDay,between1And3,,17.256 17.324 17.535 9.226
Великий Новгород,1030733,19000,full,flexible,noExperience,,17.256 17.183 17.231 17.535 17.24 17.52
unknown,1025275,20000,full,fullDay,between1And3,,17.256 17.535 17.52
Москва,1087155,40000,full,fullDay,between3And6,,17.65 17.417 17.196
unknown,1751972,60000,full,fullDay,between1And3,,20.396 20.445 20.387
unknown,217918,21000,part,flexible,noExperience,,15.313
,3363296,60000,full,fullDay,between1And3,,4.332 4.429 4.255 4.181 4.374 4.264
unknown,35522,25000,full,fullDay,noExperience,,5.124 5.579 23.36 23.182 4.278 15.346
Москва,101329,25000,full,shift,noExperience,,17.302 17.256 17.183 17.231 17.535 15.389
Дзержинск,795014,25000,full,shift,between1And3,,17.256 17.535 17.52
unknown,1276,37500,full,fullDay,between3And6,,17.256 17.231
Владивосток,2537115,54000,full,fullDay,between1And3,,6.254 6.319 6.247
Санкт-Петербург,1276,42500,full,fullDay,between1And3,,2.43 2.464 2.337 2.469 5.42
unknown,35522,17000,full,fullDay,noExperience,,4.429 15.388
Воронеж,127550,30000,full,fullDay,noExperience,,25.381 25.386 1.27 1.273 1.82
unknown,1919447,100000,full,remote,between3And6,,1.221 1.359
unknown,11481,80000,full,fullDay,between3And6,,17.397 17.446 17.417 17.196 17.324 17.279
Москва,2891513,45000,part,flexible,noExperience,,22.248
Казань,1121359,20000,full,fullDay,between1And3,,29.514 29.581
unknown,1025275,20000,full,fullDay,between1And3,,17.256 17.535 17.52
Новосибирск,2008933,25000,full,shift,noExperience,,17.256
Санкт-Петербург,1228763,60000,project,fullDay,between1And3,,21.17 21.482
unknown,3614077,300,full,remote,noExperience,,17.334 17.149 17.538 3.148 15.389 4.278
unknown,3614077,300,full,remote,noExperience,,17.334 17.149 17.538 3.148 15.389 4.278
unknown,143681,70000,full,fullDay,between1And3,,17.242 17.279
unknown,143681,70000,full,fullDay,between1And3,,17.242 17.279
посёлок Тельмана,924205,50000,full,shift,noExperience,,22.175 22.193 22.504 17.231 17.52
unknown,15902,12000,full,fullDay,between1And3,,8.77 8.461 8.202
unknown,3529,37000,full,fullDay,noExperience,,5.219 5.224 5.257 15.346
unknown,1000852,30000,full,shift,between1And3,,29.495
Нижний Новгород,217918,21000,full,flexible,noExperience,,15.313
unknown,83801,40000,full,fullDay,between1And3,,25.381 25.386
Екатеринбург,2748,24000,full,fullDay,noExperience,,20.396 20.83 25.381 25.386 1.27 1.295
Рязань,3949762,20000,full,shift,noExperience,,2.43 2.102 5.192 5.103 5.42
Вологда,739865,30000,full,fullDay,between1And3,,21.17 21.482 21.506
unknown,182927,90000,full,flyInFlyOut,between3And6,,20.287 20.49 29.514
Саратов,4731903,25000,full,fullDay,noExperience,,4.332
Батайск,133973,21000,full,fullDay,noExperience,,29.556 29.588 29.495 20.287 20.49
unknown,1243462,800,full,flexible,between1And3,,21.17 21.482
Москва,101329,25000,full,shift,noExperience,,17.302 17.256 17.183 17.231 17.535 15.389
Екатеринбург,3427831,30000,full,flyInFlyOut,noExperience,,18.208 29.545
Тюмень,2452285,30000,full,fullDay,between1And3,,29.541
"Новгородский р-н, деревня Чечулино",1942330,38000,full,shift,between1And3,,15.731 18.208 18.118
unknown,1000852,30000,full,fullDay,between1And3,,29.495
unknown,128645,21000,full,fullDay,noExperience,,4.332 4.429 4.255 4.278 4.264
Батайск,133973,21000,full,fullDay,noExperience,,29.556 29.588 29.495 20.287 20.49
Санкт-Петербург,366167,40000,full,fullDay,between1And3,,18.142 18.129 18.153 29.511
Пятигорск,29413,27000,full,shift,noExperience,,4.429 4.47 4.338 4.181 4.278 21.17
unknown,17079,40000,full,fullDay,between1And3,,20.186 20.49
Екатеринбург,4515,60000,full,fullDay,between1And3,,1.221
Москва,601044,36500,full,fullDay,between1And3,,21.275 21.563
Минск,3963631,800,full,fullDay,between1And3,,4.278
село Осиновая Гора,745358,32000,project,fullDay,between1And3,,17.256 17.242 17.52 3.151
Новосибирск,773401,15000,part,fullDay,noExperience,,29.541 4.494
unknown,1000852,30000,full,shift,between1And3,,29.495
Химки,624675,80000,full,fullDay,between3And6,,14.364
unknown,914750,30000,full,shift,between1And3,,8.202
Санкт-Петербург,4232787,60000,full,fullDay,between1And3,,18.348 18.373
unknown,49357,34600,full,fullDay,between1And3,,17.302 17.256 17.231 17.535
unknown,1025275,24000,full,fullDay,noExperience,,17.256 17.358 17.183 17.52 12.18 15.389
unknown,746302,700,full,fullDay,noExperience,,17.302 2.469 4.278 4.264
unknown,1815442,25000,full,fullDay,between1And3,,1.221
Симферополь,1981642,40000,full,fullDay,moreThan6,,21.17 21.482 21.506
unknown,3438288,80000,full,fullDay,between3And6,,20.396 20.189 20.527 20.83
Санкт-Петербург,2139447,50000,full,fullDay,between3And6,,29.588 29.511 18.752 18.129 18.153
Москва,1755733,50000,full,shift,between1And3,,4.47 2.469
unknown,1186169,50000,full,fullDay,noExperience,,18.73
Шарыпово,2191008,18743,full,fullDay,noExperience,,18.36
unknown,1976850,30000,full,fullDay,noExperience,,17.333 17.334
Казань,149191,30000,full,shift,between1And3,,29.588 29.514 18.752 18.153 20.49
посёлок Кудьма,60377,40000,full,fullDay,between1And3,,21.17 21.136
Екатеринбург,2592350,35000,full,fullDay,noExperience,,17.256 17.535 17.52
Москва,2198467,70000,full,fullDay,between1And3,,2.44 2.434 2.179 2.343 2.344 2.425
Екатеринбург,2592350,45000,full,fullDay,noExperience,,17.256 17.535 17.52
Москва,624675,80000,full,fullDay,between3And6,,14.364
Москва,985024,28000,full,fullDay,noExperience,,4.127 15.388
Одинцово,3522053,45000,full,fullDay,between1And3,,21.482
,2494,50000,full,shift,between3And6,,18.348 18.13 18.142 18.29 18.245 18.153
Майкоп,2169626,18000,full,shift,noExperience,,29.495 29.545
unknown,4734737,40000,full,fullDay,between3And6,,20.287 20.49 29.559
Москва,3679603,60000,full,fullDay,noExperience,,5.219 5.126 5.224 17.242
Москва,1081769,55000,full,shift,between1And3,,17.256 17.44 2.102
unknown,1000852,30000,full,shift,between1And3,,17.256 17.149 17.183 17.535 17.52 2.102
unknown,3029476,80000,full,fullDay,between1And3,,1.221 1.9 1.1
unknown,4934,19000,full,fullDay,noExperience,,17.242 17.183 17.52 15.389 15.346
Москва,780436,30000,full,remote,between1And3,,1.11 1.272 1.225
Москва,1294393,55000,full,fullDay,between3And6,,26.414 26.41 18.73
unknown,222682,20000,full,shift,between1And3,,24.378
unknown,2476133,40000,full,fullDay,between3And6,,20.396 20.287 20.49 29.51 29.162 29.552
Санкт-Петербург,217918,25000,part,flexible,noExperience,,22.204 15.389
unknown,1638,70000,full,shift,noExperience,,5.219 5.46 7.222 7.392 19.18 19.483
unknown,1638,70000,full,shift,noExperience,,5.219 5.46 7.222 7.392 19.18 19.483
unknown,1638,70000,full,shift,noExperience,,5.219 5.46 7.222 7.392 19.18 19.483
Рязань,3949762,22000,full,fullDay,noExperience,,7.267
Ростов-на-Дону,175580,35000,full,fullDay,between3And6,,2.43 2.44 2.337 2.164 2.469 2.102
Минск,3335133,900,full,fullDay,between1And3,,20.396 20.189 20.186
unknown,1062084,50000,full,fullDay,between3And6,,13.398 13.489 17.144 17.149
unknown,65,70000,full,fullDay,between1And3,,8.575 18.201
Москва,562,30000,full,fullDay,between1And3,,4.127
Боровский район,1432548,60000,full,fullDay,moreThan6,,18.265
Волгоград,1027785,18000,full,shift,noExperience,,29.495 29.545
unknown,142131,20000,full,shift,noExperience,,17.256 17.535 17.52
